Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Cust_Since(yrs),Num_Childrns,AcceptedCmp,Total_amt_spend,Total_Purchases,Age_Groups
Basic,Married,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,35,11,1,2,18,4,Young
Graduation,Engaged,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,55,12,1,2,1338,20,Mid_aged
PhD,Single,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,71,11,1,2,1099,30,Old
Master,Engaged,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,68,11,2,0,97,8,Old
PhD,Single,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,74,10,3,0,63,9,Old
2n Cycle,Engaged,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,46,11,1,2,109,9,Young
Graduation,Married,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,60,10,0,0,902,21,Mid_aged
Graduation,Engaged,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,72,11,0,0,1574,20,Old
2n Cycle,Married,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,49,11,1,2,38,9,Mid_aged
Graduation,Single,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,29,10,0,0,960,24,Young
Graduation,Single,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,0,0,54,11,1,2,28,4,Mid_aged
2n Cycle,Married,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,0,1,70,10,0,4,1215,28,Old
PhD,Engaged,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,52,11,0,0,1497,22,Mid_aged
PhD,Engaged,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,66,11,1,2,449,17,Old
Graduation,Married,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,55,11,0,4,1757,25,Mid_aged
Graduation,Engaged,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,45,10,0,0,1440,21,Young
2n Cycle,Engaged,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,46,11,0,0,1006,24,Young
PhD,Engaged,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,1,52,12,1,2,1226,23,Mid_aged
Graduation,Married,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,60,11,1,2,1171,20,Mid_aged
Master,Married,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,45,11,1,2,92,8,Young
PhD,Married,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,65,10,1,2,99,8,Mid_aged
2n Cycle,Married,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,43,11,1,2,66,8,Young
Graduation,Single,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,57,10,2,0,564,19,Mid_aged
Master,Married,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,36,11,0,0,1427,21,Young
PhD,Single,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,0,1,46,11,1,2,86,6,Young
Graduation,Single,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,72,10,0,0,833,19,Old
Graduation,Married,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,69,11,1,2,242,12,Old
Graduation,Married,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,47,12,0,0,1869,17,Young
Graduation,Engaged,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,37,12,0,0,1364,29,Young
2n Cycle,Married,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,59,11,1,2,183,8,Mid_aged
Master,Married,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,68,11,1,2,450,18,Old
Graduation,Married,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,45,11,1,2,758,21,Young
PhD,Married,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,73,11,0,0,1507,20,Old
Graduation,Single,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,1,59,11,2,4,654,25,Mid_aged
Graduation,Married,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,52,11,2,0,81,9,Mid_aged
PhD,Engaged,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,67,12,1,2,137,1,Old
Graduation,Engaged,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,71,11,2,0,16,4,Old
PhD,Single,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,59,11,1,2,93,8,Mid_aged
PhD,Engaged,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,66,10,0,0,1158,18,Old
Master,Single,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,69,11,2,0,43,6,Old
Graduation,Single,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,53,11,1,2,1525,22,Mid_aged
PhD,Single,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,50,10,0,0,1230,19,Mid_aged
Graduation,Engaged,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,48,10,2,0,29,6,Mid_aged
Graduation,Single,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,54,10,1,2,25,5,Mid_aged
Graduation,Married,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,52,10,1,2,24,4,Mid_aged
Graduation,Engaged,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,52,11,1,2,38,5,Mid_aged
Basic,Married,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,38,12,1,2,57,7,Young
Master,Engaged,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,64,10,2,0,47,12,Mid_aged
PhD,Divorced,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,0,1,56,11,1,2,813,24,Mid_aged
Master,Married,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,0,0,46,10,1,2,629,22,Young
Graduation,Divorced,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,48,12,1,2,377,17,Mid_aged
Master,Engaged,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,79,11,0,0,1612,14,Old
PhD,Married,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,67,12,0,4,729,17,Old
Graduation,Single,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,0,0,74,11,0,0,50,6,Old
Graduation,Married,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,46,11,2,0,270,15,Young
Graduation,Single,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,63,11,1,2,177,9,Mid_aged
Master,Single,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,0,62,11,0,0,315,13,Mid_aged
PhD,Married,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,70,10,1,2,767,23,Old
2n Cycle,Divorced,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,59,12,1,2,1071,26,Mid_aged
Graduation,Engaged,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,51,11,0,0,1580,24,Mid_aged
Graduation,Married,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,56,11,1,2,60,10,Mid_aged
Master,Married,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,54,11,1,2,573,21,Mid_aged
Graduation,Widow,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,68,11,2,0,41,5,Old
Graduation,Married,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,73,11,2,0,170,10,Old
PhD,Single,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,80,11,0,0,1167,28,Old
Graduation,Married,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,66,11,0,4,1526,25,Old
Master,Married,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,48,11,2,0,458,21,Mid_aged
Master,Married,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,53,10,1,2,63,6,Mid_aged
Graduation,Married,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,67,11,1,2,405,17,Old
Graduation,Married,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,0,52,11,2,0,1027,20,Mid_aged
Graduation,Single,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,52,11,1,2,1478,22,Mid_aged
Graduation,Married,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,43,11,0,0,72,5,Young
Graduation,Single,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,1,52,11,1,2,48,7,Mid_aged
Graduation,Single,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,49,10,0,0,726,16,Mid_aged
Master,Married,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,69,11,1,2,860,27,Old
PhD,Engaged,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,38,11,0,0,1497,22,Young
PhD,Engaged,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,54,10,1,2,495,18,Mid_aged
Graduation,Married,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,48,10,2,0,20,4,Mid_aged
Graduation,Single,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,70,12,0,0,570,19,Old
Graduation,Married,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,52,10,1,2,769,21,Mid_aged
2n Cycle,Married,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,46,11,1,2,55,7,Young
PhD,Single,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,1,44,11,0,4,1808,18,Young
Graduation,Married,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,52,11,1,2,55,7,Mid_aged
Graduation,Single,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,1,63,10,0,4,577,18,Mid_aged
2n Cycle,Divorced,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,65,11,1,2,1576,24,Mid_aged
Graduation,Married,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,0,70,11,3,0,1616,17,Old
Graduation,Divorced,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,62,11,3,0,36,6,Mid_aged
PhD,Widow,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,66,11,1,2,1482,22,Old
Graduation,Engaged,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,40,10,1,2,22,5,Young
PhD,Divorced,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,48,11,2,0,63,6,Mid_aged
Graduation,Single,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,32,12,0,0,680,18,Young
PhD,Engaged,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,57,11,2,0,542,20,Mid_aged
2n Cycle,Engaged,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,44,11,1,2,50,7,Young
Graduation,Married,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,57,11,2,0,39,6,Mid_aged
Graduation,Married,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,68,11,1,2,1043,28,Old
Master,Single,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,52,11,1,2,385,14,Mid_aged
Graduation,Divorced,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,44,12,0,0,1633,27,Young
2n Cycle,Single,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,44,11,1,2,46,5,Young
Graduation,Single,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,0,0,47,10,1,2,761,20,Young
Graduation,Engaged,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,74,11,2,0,76,9,Old
Graduation,Married,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,50,12,1,2,290,14,Mid_aged
Graduation,Single,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,36,10,1,2,89,11,Young
Graduation,Married,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,43,12,1,2,70,11,Young
2n Cycle,Married,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,64,11,0,0,1066,17,Mid_aged
Graduation,Engaged,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,0,1,54,10,0,4,2009,19,Mid_aged
2n Cycle,Single,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,33,12,0,0,1345,19,Young
Master,Single,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,68,12,1,2,764,23,Old
Graduation,Single,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,61,11,1,2,195,11,Mid_aged
Graduation,Married,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,44,11,2,0,53,11,Young
Graduation,Single,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,50,11,1,2,368,13,Mid_aged
2n Cycle,Married,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,0,0,67,12,0,0,1853,25,Old
PhD,Engaged,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,0,0,58,10,2,0,35,6,Mid_aged
PhD,Married,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,50,10,1,2,446,18,Mid_aged
Graduation,Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,45,11,1,2,1180,31,Young
Master,Married,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,51,10,1,2,41,5,Mid_aged
Graduation,Married,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,39,11,2,0,727,22,Young
Graduation,Engaged,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,58,12,2,0,40,6,Mid_aged
2n Cycle,Married,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,35,11,0,0,1062,26,Young
Graduation,Engaged,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,55,10,1,2,40,7,Mid_aged
Master,Engaged,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,55,10,2,0,292,17,Mid_aged
Graduation,Married,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,37,11,0,0,15,4,Young
2n Cycle,Engaged,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,35,12,1,2,341,17,Young
2n Cycle,Single,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,49,11,1,2,369,13,Mid_aged
PhD,Engaged,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,51,11,1,2,401,17,Mid_aged
Master,Single,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,58,11,1,2,393,17,Mid_aged
Master,Single,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,38,11,2,0,10,4,Young
Graduation,Engaged,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,46,11,1,2,486,16,Young
Graduation,Engaged,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,45,12,1,2,69,7,Young
PhD,Engaged,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,0,41,11,0,0,1727,17,Young
Graduation,Single,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,0,65,10,1,2,995,16,Mid_aged
Graduation,Engaged,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,48,10,1,2,45,10,Mid_aged
2n Cycle,Single,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,43,10,2,0,182,12,Young
Master,Engaged,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,46,11,1,2,989,23,Young
Graduation,Engaged,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,0,0,71,11,0,0,1677,18,Old
Master,Divorced,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,53,11,2,0,595,23,Mid_aged
Graduation,Married,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,41,11,1,2,156,9,Young
Master,Single,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,68,10,0,0,1226,28,Old
2n Cycle,Engaged,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,46,11,1,2,128,11,Young
Graduation,Single,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,0,1,52,10,1,2,86,9,Mid_aged
Graduation,Married,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,49,12,1,2,68,7,Mid_aged
Graduation,Divorced,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,49,11,2,0,16,4,Mid_aged
2n Cycle,Married,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,43,10,2,0,55,7,Young
PhD,Engaged,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,54,11,0,0,2018,19,Mid_aged
PhD,Single,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,71,12,3,0,263,15,Old
Graduation,Married,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,65,11,2,0,55,7,Mid_aged
Graduation,Engaged,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,62,11,2,0,564,24,Mid_aged
Master,Single,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,46,11,0,0,1281,20,Young
Graduation,Married,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,0,0,51,11,1,2,83,7,Mid_aged
Master,Widow,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,59,12,2,0,353,18,Mid_aged
Graduation,Married,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,41,10,0,0,1003,25,Young
Basic,Single,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,33,10,1,2,14,4,Young
PhD,Single,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,52,12,1,2,1139,25,Mid_aged
Graduation,Engaged,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,1,68,11,1,2,797,20,Old
Graduation,Divorced,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,66,10,1,2,1638,25,Old
PhD,Married,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,50,11,1,2,401,17,Mid_aged
Graduation,Divorced,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,38,11,1,2,84,11,Young
Graduation,Married,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,66,11,0,0,928,18,Old
Graduation,Divorced,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,54,11,1,2,203,11,Mid_aged
Graduation,Engaged,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,57,11,0,0,858,16,Mid_aged
Graduation,Engaged,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,51,11,0,0,409,13,Mid_aged
Graduation,Engaged,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,55,11,3,0,282,16,Mid_aged
Graduation,Single,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,47,10,0,0,1423,18,Young
Graduation,Single,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,1,63,11,0,4,1449,18,Mid_aged
Graduation,Widow,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,53,11,1,2,28,4,Mid_aged
Graduation,Engaged,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,50,10,1,2,67,6,Mid_aged
PhD,Married,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,38,10,0,0,199,10,Young
PhD,Single,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,58,11,0,0,1453,22,Mid_aged
Graduation,Engaged,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,32,11,0,0,1253,19,Young
PhD,Widow,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,1,61,11,1,2,1198,31,Mid_aged
Master,Married,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,1,52,11,1,2,178,10,Mid_aged
Graduation,Single,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,1,30,12,0,4,1990,18,Young
Graduation,Married,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,70,11,0,0,976,14,Old
Master,Engaged,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,64,11,0,0,1001,15,Mid_aged
2n Cycle,Single,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,70,11,1,2,350,14,Old
PhD,Single,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,70,11,0,0,1650,25,Old
PhD,Engaged,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,0,69,10,2,0,46,5,Old
Graduation,Single,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,31,11,0,0,1228,19,Young
Master,Single,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,1,55,11,1,2,95,7,Mid_aged
PhD,Married,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,76,10,2,0,62,9,Old
Graduation,Engaged,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,38,10,1,2,1761,26,Young
Master,Engaged,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,45,12,0,0,467,16,Young
Graduation,Married,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,46,10,0,0,1149,19,Young
2n Cycle,Single,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,0,42,11,0,0,2052,19,Young
PhD,Married,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,48,11,1,2,1416,21,Mid_aged
PhD,Engaged,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,50,10,0,0,1113,20,Mid_aged
Graduation,Single,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,35,10,1,2,125,7,Young
PhD,Single,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,0,73,12,1,2,966,25,Old
Basic,Married,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,35,12,1,2,32,5,Young
PhD,Engaged,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,53,10,1,2,46,8,Mid_aged
Graduation,Engaged,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,53,11,0,0,960,17,Mid_aged
PhD,Married,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,54,11,1,2,1829,30,Mid_aged
Graduation,Single,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,53,11,1,2,779,26,Mid_aged
PhD,Divorced,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,49,11,1,2,811,23,Mid_aged
2n Cycle,Single,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,72,11,2,0,1120,22,Old
PhD,Engaged,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,62,11,1,2,725,20,Mid_aged
Graduation,Divorced,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,1,41,11,0,4,1187,12,Young
Graduation,Engaged,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,71,11,0,4,2302,18,Old
Basic,Single,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,38,12,0,0,66,9,Young
PhD,Married,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,37,12,0,0,1250,19,Young
2n Cycle,Married,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,42,10,1,2,683,20,Young
Graduation,Divorced,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,45,11,2,0,305,13,Young
Graduation,Engaged,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,47,11,1,2,50,6,Young
2n Cycle,Divorced,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,49,12,1,2,995,16,Mid_aged
PhD,Engaged,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,45,10,1,2,41,6,Young
PhD,Engaged,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,0,0,48,10,2,0,77,9,Mid_aged
Master,Divorced,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,1,51,11,2,4,171,12,Mid_aged
PhD,Single,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,53,11,2,0,131,7,Mid_aged
Master,Engaged,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,48,10,2,0,54,5,Mid_aged
PhD,Married,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,48,11,2,0,53,12,Mid_aged
Graduation,Married,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,1,59,12,1,2,475,16,Mid_aged
Graduation,Single,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,72,12,1,2,694,22,Old
Graduation,Married,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,51,10,2,0,96,8,Mid_aged
PhD,Divorced,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,67,11,1,2,361,16,Old
Graduation,Divorced,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,57,12,1,2,1079,26,Mid_aged
PhD,Single,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,62,10,1,2,578,20,Mid_aged
Master,Engaged,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,1,55,12,1,2,64,7,Mid_aged
PhD,Married,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,49,11,1,2,149,13,Mid_aged
Graduation,Married,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,44,10,2,0,231,17,Young
Graduation,Engaged,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,65,11,1,2,728,21,Mid_aged
Graduation,Married,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,1,51,11,0,4,1778,23,Mid_aged
Graduation,Married,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,51,12,1,2,93,10,Mid_aged
PhD,Married,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,1,50,11,1,2,23,4,Mid_aged
Graduation,Engaged,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,44,12,1,2,662,24,Young
Graduation,Married,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,36,10,0,0,1198,18,Young
PhD,Engaged,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,56,11,3,0,81,11,Mid_aged
2n Cycle,Married,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,1,0,36,12,1,3,92,10,Young
2n Cycle,Divorced,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,65,11,1,2,491,18,Mid_aged
Master,Engaged,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,53,12,0,0,1564,24,Mid_aged
Graduation,Married,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,62,10,0,0,926,24,Mid_aged
Master,Engaged,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,65,12,0,0,1910,19,Mid_aged
Graduation,Married,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,72,10,2,0,94,9,Old
Graduation,Engaged,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,0,0,70,11,1,2,1085,28,Old
2n Cycle,Widow,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,64,11,2,0,23,4,Mid_aged
Graduation,Divorced,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,59,10,0,0,6,0,Mid_aged
Master,Divorced,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,45,11,1,2,54,6,Young
